SMILES,LowerTempLimit[K],UpperTempLimit[K],TemperatureRange[K],A_antione,B_antione,C_antione,URL,EvaluationTemperature[K],VaporPress[Pa],VP2_LOGPA,smiles,group,group_plot,VP_LOGPA
C=C(C)C1CC=C(C)C(=O)C1,330.6,500.7,170.1,5.02972,2348.261,-33.473,https://webbook.nist.gov/cgi/cbook.cgi?ID=C99490&Units=SI&Mask=4,387,2439.7149,3.387339079,C=C(C)C1CC=C(C)C(=O)C1,training,Train,3.387339079
CC(C)CC(=O)c1ccccc1,331.4,501,169.6,5.04231,2351.886,-34.424,https://webbook.nist.gov/cgi/cbook.cgi?ID=C582627&Units=SI&Mask=4,387,2353.591974,3.371731174,CC(C)CC(=O)c1ccccc1,training,Train,3.371731174
CC(C)c1ccc(C=O)cc1,331,505,174,5.00019,2374.143,-29.724,https://webbook.nist.gov/cgi/cbook.cgi?ID=C122032&Units=SI&Mask=4,387,2264.993197,3.355066902,CC(C)c1ccc(C=O)cc1,valid,Val.,3.355066902
C=CC(=O)OCCCCCCCC,331.7,500,168.3,5.59304,2771.377,-4.306,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2499594&Units=SI&Mask=4,387,2245.343954,3.351282878,C=CC(=O)OCCCCCCCC,training,Train,3.351282878
CCCc1ccccc1O,377.5,494.7,117.2,2.68098,787.885,-206.004,https://webbook.nist.gov/cgi/cbook.cgi?ID=C644359&Units=SI&Mask=4,387,2127.786254,3.327927999,CCCc1ccccc1O,training,Train,3.327927999
CC(C)c1cccc(O)c1,335,501,166,5.17738,2406.573,-36.231,https://webbook.nist.gov/cgi/cbook.cgi?ID=C618451&Units=SI&Mask=4,387,2072.675946,3.316531407,CC(C)c1cccc(O)c1,training,Train,3.316531407
CC(C)=CCCC(C)=CCOC=O,334.9,503,168.1,5.02435,2315.053,-41.917,https://webbook.nist.gov/cgi/cbook.cgi?ID=C105862&Units=SI&Mask=4,387,2068.547141,3.315665423,CC(C)=CCCC(C)=CCOC=O,training,Train,3.315665423
CCC(=O)c1ccc(C)cc1,332.8,511.7,178.9,4.72922,2235.701,-38.667,https://webbook.nist.gov/cgi/cbook.cgi?ID=C5337939&Units=SI&Mask=4,387,2046.131189,3.310933475,CCC(=O)c1ccc(C)cc1,training,Train,3.310933475
CC(=O)CCC(=O)OCC(C)C,338,503.1,165.1,4.49103,1889.79,-81.755,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3757322&Units=SI&Mask=4,387,1995.126143,3.299970359,CC(=O)CCC(=O)OCC(C)C,training,Train,3.299970359
C=C(CC(=O)OC)C(=O)OC,342.5,481,138.5,6.41284,2871.257,-33.212,https://webbook.nist.gov/cgi/cbook.cgi?ID=C617527&Units=SI&Mask=4,387,1981.911404,3.297084237,C=C(CC(=O)OC)C(=O)OC,training,Train,3.297084237
CC(C)COC(=O)C(=O)OCC(C)C,336.4,502.7,166.3,5.13848,2381.943,-38.925,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2050615&Units=SI&Mask=4,387,1973.744951,3.295291032,CC(C)COC(=O)C(=O)OCC(C)C,training,Train,3.295291032
CCCCCCCCCC(=O)OC,380.5,461.4,80.9,4.67603,2037.656,-68.246,https://webbook.nist.gov/cgi/cbook.cgi?ID=C110429&Units=SI&Mask=4,387,1920.719502,3.283463946,CCCCCCCCCC(=O)OC,test,Test,3.283463946
Cc1cc(C)c(O)cc1C,379.7,505,125.3,4.71769,2070.584,-65.573,https://webbook.nist.gov/cgi/cbook.cgi?ID=C496786&Units=SI&Mask=4,387,1887.302945,3.275841618,Cc1cc(C)c(O)cc1C,training,Train,3.275841618
Cc1cc(C)c(C)c(O)c1,379,506,127,5.43933,2669.653,-14.487,https://webbook.nist.gov/cgi/cbook.cgi?ID=C697825&Units=SI&Mask=4,387,1873.813737,3.272726418,Cc1cc(C)c(C)c(O)c1,training,Train,3.272726418
CC(C)=CCCC(C)CCO,339.6,494.7,155.1,5.79249,2711.958,-26.552,https://webbook.nist.gov/cgi/cbook.cgi?ID=C106229&Units=SI&Mask=4,387,1856.249507,3.268636351,CC(C)=CCCC(C)CCO,training,Train,3.268636351
Cc1ccc(C(C)C)c(O)c1,337.5,505,167.5,5.29395,2522.332,-28.575,https://webbook.nist.gov/cgi/cbook.cgi?ID=C89838&Units=SI&Mask=4,387,1805.86044,3.256684184,Cc1ccc(C(C)C)c(O)c1,training,Train,3.256684184
C=CCc1ccc2c(c1)OCO2,336.9,506,169.1,5.39932,2627.831,-19.348,https://webbook.nist.gov/cgi/cbook.cgi?ID=C94597&Units=SI&Mask=4,387,1785.318658,3.251715744,C=CCc1ccc2c(c1)OCO2,training,Train,3.251715744
CCC(=O)OC1CC2CCC1(C)C2(C)C,337.8,508,170.2,5.14532,2443.153,-33.13,https://webbook.nist.gov/cgi/cbook.cgi?ID=C78548535&Units=SI&Mask=4,387,1742.699273,3.24122245,CCC(=O)OC1CC2CCC1(C)C2(C)C,training,Train,3.24122245
CC(=O)OC(C)(C)C1CC=C(C)CC1,310.8,424.1,113.3,2.36662,865.321,-177.329,https://webbook.nist.gov/cgi/cbook.cgi?ID=C80262&Units=SI&Mask=4,387,1736.113486,3.239578111,CC(=O)OC(C)(C)C1CC=C(C)CC1,training,Train,3.239578111
CC(C)c1ccc(O)cc1,381.3,501.4,120.1,5.77683,2801.531,-15.386,https://webbook.nist.gov/cgi/cbook.cgi?ID=C99898&Units=SI&Mask=4,387,1729.856785,3.238010149,CC(C)c1ccc(O)cc1,training,Train,3.238010149
CCCCCCCCCC(C)=O,341.3,497,155.7,5.5954,2558.952,-39.342,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112129&Units=SI&Mask=4,387,1717.338939,3.234856017,CCCCCCCCCC(C)=O,training,Train,3.234856017
CC(C)COC(=O)c1ccccc1,337,510,173,5.24134,2550.831,-22.973,https://webbook.nist.gov/cgi/cbook.cgi?ID=C120503&Units=SI&Mask=4,387,1714.282124,3.234082297,CC(C)COC(=O)c1ccccc1,training,Train,3.234082297
CCCCOCCOCCO,323.4,426.1,102.7,3.67536,1379.086,-133.841,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112345&Units=SI&Mask=4,387,1689.860004,3.227850727,CCCCOCCOCCO,training,Train,3.227850727
CC1=C(O)C(=O)C(C(C)C)CC1,339.8,505,165.2,5.32004,2506.994,-33.907,https://webbook.nist.gov/cgi/cbook.cgi?ID=C490039&Units=SI&Mask=4,387,1659.375057,3.219944558,CC1=C(O)C(=O)C(C(C)C)CC1,test,Test,3.219944558
Cc1cc(C)c(C)c(O)c1C,381.8,522,140.2,5.16791,2705.207,2.303,https://webbook.nist.gov/cgi/cbook.cgi?ID=C527355&Units=SI&Mask=4,387,1656.010011,3.219062958,Cc1cc(C)c(C)c(O)c1C,training,Train,3.219062958
CCOC(=O)CCCC(=O)OCC,338.8,510,171.2,5.37936,2643.002,-18.421,https://webbook.nist.gov/cgi/cbook.cgi?ID=C818382&Units=SI&Mask=4,387,1616.484885,3.208571648,CCOC(=O)CCCC(=O)OCC,training,Train,3.208571648
CCCCCCCc1ccccc1,337,517,180,5.06453,2506.238,-21.612,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1078713&Units=SI&Mask=4,387,1604.781292,3.205415853,CCCCCCCc1ccccc1,training,Train,3.205415853
c1ccc(C2CCCCC2)cc1,340.7,513,172.3,4.98206,2339.819,-42.881,https://webbook.nist.gov/cgi/cbook.cgi?ID=C827521&Units=SI&Mask=4,387,1522.694278,3.182612716,c1ccc(C2CCCCC2)cc1,training,Train,3.182612716
CCc1cc(C)cc(O)c1,384.7,506,121.3,5.59237,2684.391,-25.167,https://webbook.nist.gov/cgi/cbook.cgi?ID=C698715&Units=SI&Mask=4,387,1491.086137,3.173502733,CCc1cc(C)cc(O)c1,training,Train,3.173502733
Cc1ccc(O)c(C(C)(C)C)c1,343,505.8,162.8,5.54389,2635.051,-30.066,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2409554&Units=SI&Mask=4,387,1450.206801,3.161429937,Cc1ccc(O)c(C(C)(C)C)c1,training,Train,3.161429937
CCCCCCC(=O)O,351,494.7,143.7,4.30691,1536.114,-137.446,https://webbook.nist.gov/cgi/cbook.cgi?ID=C111148&Units=SI&Mask=4,387,1417.335614,3.1514727,CCCCCCC(=O)O,training,Train,3.1514727
CC(=O)OCCC(C)CCC=C(C)C,347.8,490,142.2,6.30484,2855.761,-36.775,https://webbook.nist.gov/cgi/cbook.cgi?ID=C150845&Units=SI&Mask=4,387,1415.027117,3.150764763,CC(=O)OCCC(C)CCC=C(C)C,training,Train,3.150764763
CCCCCCCCCC(C)O,344.3,505,160.7,5.46068,2543.242,-39.152,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1653301&Units=SI&Mask=4,387,1410.327147,3.149319866,CCCCCCCCCC(C)O,training,Train,3.149319866
Cc1ccc(C(C)C)cc1O,343,510,167,5.34179,2549.857,-32.705,https://webbook.nist.gov/cgi/cbook.cgi?ID=C499752&Units=SI&Mask=4,387,1395.730647,3.144801615,Cc1ccc(C(C)C)cc1O,training,Train,3.144801615
CCCCCCCCCCO,349.37,406.18,56.81,4.53321,1742.392,-115.236,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112301&Units=SI&Mask=4,387,1323.714154,3.121794213,CCCCCCCCCCO,training,Train,3.121794213
CC(C)C(=O)OC1CC2CCC1(C)C2(C)C,343,516,173,5.13054,2460.53,-35.954,https://webbook.nist.gov/cgi/cbook.cgi?ID=C50277275&Units=SI&Mask=4,387,1322.518015,3.121401596,CC(C)C(=O)OC1CC2CCC1(C)C2(C)C,training,Train,3.121401596
CCC(C)c1ccc(O)cc1,344.6,515.3,170.7,5.14813,2445.243,-39.784,https://webbook.nist.gov/cgi/cbook.cgi?ID=C99718&Units=SI&Mask=4,387,1275.569011,3.10570396,CCC(C)c1ccc(O)cc1,training,Train,3.10570396
CC(C)Cc1ccc(O)cc1,345.3,510,164.7,5.65663,2765.001,-21.179,https://webbook.nist.gov/cgi/cbook.cgi?ID=C4167742&Units=SI&Mask=4,387,1253.966377,3.098285892,CC(C)Cc1ccc(O)cc1,training,Train,3.098285892
Cc1cc(C)c(O)c(C(C)(C)C)c1,343.5,509.7,166.2,6.69118,3691.789,42.615,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1879090&Units=SI&Mask=4,387,1252.939872,3.09793023,Cc1cc(C)c(O)c(C(C)(C)C)c1,training,Train,3.09793023
CC(O)COCC(C)O,347,505,158,6.39086,3246.493,3.5,https://webbook.nist.gov/cgi/cbook.cgi?ID=C110985&Units=SI&Mask=4,387,1194.476312,3.077177542,CC(O)COCC(C)O,training,Train,3.077177542
OCCCc1ccccc1,347.8,508,160.2,5.48578,2554.317,-42.29,https://webbook.nist.gov/cgi/cbook.cgi?ID=C122974&Units=SI&Mask=4,387,1190.512266,3.075733874,OCCCc1ccccc1,training,Train,3.075733874
CCc1cccc2ccccc12,343,531.3,188.3,4.7067,2330.396,-35.83,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1127760&Units=SI&Mask=4,387,1176.546829,3.070609218,CCc1cccc2ccccc12,training,Train,3.070609218
c1ccc(-c2ccccc2)cc1,342.3,544.3,202,4.35685,1987.623,-71.556,https://webbook.nist.gov/cgi/cbook.cgi?ID=C92524&Units=SI&Mask=4,387,1137.148467,3.05581717,c1ccc(-c2ccccc2)cc1,test,Test,3.05581717
OCC=Cc1ccccc1,345.8,523,177.2,5.02211,2440.762,-36.713,https://webbook.nist.gov/cgi/cbook.cgi?ID=C104541&Units=SI&Mask=4,387,1132.968818,3.054217957,OCC=Cc1ccccc1,training,Train,3.054217957
CC(=O)OCC=C(C)CCC=C(C)C,346.7,516.5,169.8,5.44879,2673.055,-25.54,https://webbook.nist.gov/cgi/cbook.cgi?ID=C105873&Units=SI&Mask=4,387,1131.432657,3.05362871,CC(=O)OCC=C(C)CCC=C(C)C,training,Train,3.05362871
CC(C)c1ccc(CO)cc1,347.3,519.8,172.5,5.0742,2409.068,-44.406,https://webbook.nist.gov/cgi/cbook.cgi?ID=C536607&Units=SI&Mask=4,387,1102.439398,3.042354725,CC(C)c1ccc(CO)cc1,training,Train,3.042354725
CC(=O)CCC(=O)OCCC(C)C,348.8,521.1,172.3,4.91566,2287.871,-54.964,https://webbook.nist.gov/cgi/cbook.cgi?ID=C71172753&Units=SI&Mask=4,387,1059.813493,3.025229444,CC(=O)CCC(=O)OCCC(C)C,training,Train,3.025229444
O=CC=Cc1ccccc1,349.3,519,169.7,5.45068,2676.568,-27.816,https://webbook.nist.gov/cgi/cbook.cgi?ID=C104552&Units=SI&Mask=4,387,997.4201508,2.998878138,O=CC=Cc1ccccc1,training,Train,2.998878138
CC(C)CCOC(=O)c1ccccc1,345,535,190,5.86093,3383.725,42.538,https://webbook.nist.gov/cgi/cbook.cgi?ID=C94462&Units=SI&Mask=4,387,962.3615476,2.983338262,CC(C)CCOC(=O)c1ccccc1,training,Train,2.983338262
OCCOc1ccccc1,351,518.5,167.5,5.1371,2379.346,-54.424,https://webbook.nist.gov/cgi/cbook.cgi?ID=C122996&Units=SI&Mask=4,387,961.1860239,2.982807447,OCCOc1ccccc1,training,Train,2.982807447
CCc1ccc(O)c(C(C)(C)C)c1,349.5,521,171.5,5.68959,2896.056,-11.302,https://webbook.nist.gov/cgi/cbook.cgi?ID=C96708&Units=SI&Mask=4,387,957.4630622,2.981122028,CCc1ccc(O)c(C(C)(C)C)c1,training,Train,2.981122028
Cc1ccc2cc(C)ccc2c1,384,418,34,3.14831,1302.791,-135.652,https://webbook.nist.gov/cgi/cbook.cgi?ID=C581420&Units=SI&Mask=4,387,922.770923,2.965093901,Cc1ccc2cc(C)ccc2c1,valid,Val.,2.965093901
CCOC(=O)CCCCC(=O)OCC,350.7,524,173.3,5.26245,2572.141,-34.746,https://webbook.nist.gov/cgi/cbook.cgi?ID=C141286&Units=SI&Mask=4,387,913.0620041,2.960500271,CCOC(=O)CCCCC(=O)OCC,test,Test,2.960500271
CCCOC(=O)CCC(=O)OCCC,350.7,524,173.3,5.26245,2572.141,-34.746,https://webbook.nist.gov/cgi/cbook.cgi?ID=C925155&Units=SI&Mask=4,387,913.0620041,2.960500271,CCCOC(=O)CCC(=O)OCCC,training,Train,2.960500271
Cc1ccc2ccc(C)cc2c1,369,398,29,4.54919,2136.17,-62.904,https://webbook.nist.gov/cgi/cbook.cgi?ID=C582161&Units=SI&Mask=4,387,907.8741564,2.958025654,Cc1ccc2ccc(C)cc2c1,training,Train,2.958025654
CC(C)c1ccc2ccccc2c1,349,539,190,4.75817,2395.554,-35.361,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2027170&Units=SI&Mask=4,387,882.3322261,2.945632142,CC(C)c1ccc2ccccc2c1,valid,Val.,2.945632142
C=CCc1ccc(O)c(OC)c1,351.6,526.7,175.1,5.08897,2463.351,-42.226,https://webbook.nist.gov/cgi/cbook.cgi?ID=C97530&Units=SI&Mask=4,387,879.3095576,2.944141794,C=CCc1ccc(O)c(OC)c1,test,Test,2.944141794
COC(=O)C=Cc1ccccc1,350.6,536,185.4,4.64009,2243.3,-52.034,https://webbook.nist.gov/cgi/cbook.cgi?ID=C103264&Units=SI&Mask=4,387,876.985442,2.942992384,COC(=O)C=Cc1ccccc1,training,Train,2.942992384
CCCCCCCCCCCC=O,350.8,530,179.2,5.24241,2651.435,-24.206,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112549&Units=SI&Mask=4,387,859.0805703,2.934033897,CCCCCCCCCCCC=O,training,Train,2.934033897
CCCCCOC(=O)CCC(C)=O,354.5,526.4,171.9,4.45182,1936.773,-90.582,https://webbook.nist.gov/cgi/cbook.cgi?ID=C20279496&Units=SI&Mask=4,387,827.7418907,2.917894935,CCCCCOC(=O)CCC(C)=O,test,Test,2.917894935
CCC(C)(C)c1ccc(O)cc1,383,539,156,4.78788,2393.902,-39.163,https://webbook.nist.gov/cgi/cbook.cgi?ID=C80466&Units=SI&Mask=4,387,804.6882886,2.905627681,CCC(C)(C)c1ccc(O)cc1,training,Train,2.905627681
CCOC(=O)CC(O)C(=O)OCC,353.8,526.6,172.8,5.33204,2624.009,-34.151,https://webbook.nist.gov/cgi/cbook.cgi?ID=C626119&Units=SI&Mask=4,387,785.9693896,2.895405632,CCOC(=O)CC(O)C(=O)OCC,training,Train,2.895405632
CC(=O)C=Cc1ccccc1,354.8,534,179.2,5.11752,2544.787,-36.48,https://webbook.nist.gov/cgi/cbook.cgi?ID=C122576&Units=SI&Mask=4,387,720.2550894,2.857486336,CC(=O)C=Cc1ccccc1,valid,Val.,2.857486336
Cc1cc2ccccc2cc1C,378,408,30,3.76801,1657.142,-106.824,https://webbook.nist.gov/cgi/cbook.cgi?ID=C581408&Units=SI&Mask=4,387,713.4499175,2.853363492,Cc1cc2ccccc2cc1C,training,Train,2.853363492
C=CCc1ccc(OC)c(O)c1,356.8,527,170.2,5.34127,2594.169,-41.049,https://webbook.nist.gov/cgi/cbook.cgi?ID=C501199&Units=SI&Mask=4,387,696.0008742,2.842609785,C=CCc1ccc(OC)c(O)c1,training,Train,2.842609785
Cc1cc(O)c(C(C)(C)C)cc1C,357.1,522.7,165.6,5.89699,2971.034,-18.39,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1445234&Units=SI&Mask=4,387,686.8921256,2.836888538,Cc1cc(O)c(C(C)(C)C)cc1C,training,Train,2.836888538
CC(=O)OCCOc1ccccc1,355.8,532.9,177.1,5.50565,2841.162,-16.621,https://webbook.nist.gov/cgi/cbook.cgi?ID=C6192445&Units=SI&Mask=4,387,683.4257426,2.834691333,CC(=O)OCCOc1ccccc1,training,Train,2.834691333
C=CCc1ccc(OC)c(OC)c1,358,521,163,5.61829,2709.262,-39.126,https://webbook.nist.gov/cgi/cbook.cgi?ID=C93152&Units=SI&Mask=4,387,676.4482143,2.830234555,C=CCc1ccc(OC)c(OC)c1,training,Train,2.830234555
CCCCCCCCCC(=O)OCCC,370,458.8,88.8,5.74562,2885.486,-23.065,https://webbook.nist.gov/cgi/cbook.cgi?ID=C30673600&Units=SI&Mask=4,387,656.213019,2.817044842,CCCCCCCCCC(=O)OCCC,training,Train,2.817044842
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,357.7,533.9,176.2,5.49583,2821.466,-20.563,https://webbook.nist.gov/cgi/cbook.cgi?ID=C96764&Units=SI&Mask=4,387,625.3165114,2.796099896,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,training,Train,2.796099896
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,359,535.7,176.7,5.05062,2451.662,-49.846,https://webbook.nist.gov/cgi/cbook.cgi?ID=C128370&Units=SI&Mask=4,387,601.1481574,2.77898152,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,valid,Val.,2.77898152
CC(C)CCOC(=O)C(=O)OCCC(C)C,358.6,538,179.4,5.23275,2647.966,-31.891,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2051005&Units=SI&Mask=4,387,597.0083267,2.775980388,CC(C)CCOC(=O)C(=O)OCCC(C)C,training,Train,2.775980388
CCCCCCCCCCCC(C)=O,360,535.7,175.7,5.28882,2638.443,-36.7,https://webbook.nist.gov/cgi/cbook.cgi?ID=C593088&Units=SI&Mask=4,387,571.304162,2.756867388,CCCCCCCCCCCC(C)=O,training,Train,2.756867388
CC=Cc1ccc(O)c(OC)c1,359.5,540.7,181.2,5.13146,2590.027,-35.864,https://webbook.nist.gov/cgi/cbook.cgi?ID=C97541&Units=SI&Mask=4,387,569.2770661,2.755323688,CC=Cc1ccc(O)c(OC)c1,training,Train,2.755323688
c1cc2c3c(cccc3c1)CC2,368,413,45,4.32236,2062.099,-73.146,https://webbook.nist.gov/cgi/cbook.cgi?ID=C83329&Units=SI&Mask=4,387,565.0810921,2.752110776,c1cc2c3c(cccc3c1)CC2,training,Train,2.752110776
O=Cc1ccc2c(c1)OCO2,360,536,176,5.25051,2608.988,-39.07,https://webbook.nist.gov/cgi/cbook.cgi?ID=C120570&Units=SI&Mask=4,387,564.8195323,2.751909707,O=Cc1ccc2c(c1)OCO2,training,Train,2.751909707
Cc1cccc2cccc(C)c12,338,413,75,4.47411,2151.342,-67.192,https://webbook.nist.gov/cgi/cbook.cgi?ID=C569415&Units=SI&Mask=4,387,558.6374698,2.747130062,Cc1cccc2cccc(C)c12,training,Train,2.747130062
CCCCCCCCCCCC(=O)OC,373,439,66,4.81707,2303.546,-61.592,https://webbook.nist.gov/cgi/cbook.cgi?ID=C111820&Units=SI&Mask=4,387,547.170853,2.738122955,CCCCCCCCCCCC(=O)OC,test,Test,2.738122955
CCOC(=O)C=Cc1ccccc1,360.8,544,183.2,5.07419,2570.522,-37.258,https://webbook.nist.gov/cgi/cbook.cgi?ID=C103366&Units=SI&Mask=4,387,530.1803174,2.724423601,CCOC(=O)C=Cc1ccccc1,training,Train,2.724423601
CCc1cc(CC)c(CC)c(CC)c1CC,359,550,191,5.41985,2972.77,-1.098,https://webbook.nist.gov/cgi/cbook.cgi?ID=C605016&Units=SI&Mask=4,387,520.496151,2.716417522,CCc1cc(CC)c(CC)c(CC)c1CC,training,Train,2.716417522
C=C(c1ccccc1)c1ccccc1,360.6,550,189.4,4.85805,2470.113,-41.253,https://webbook.nist.gov/cgi/cbook.cgi?ID=C530483&Units=SI&Mask=4,387,517.3340822,2.713771091,C=C(c1ccccc1)c1ccccc1,training,Train,2.713771091
c1ccc(CCc2ccccc2)cc1,360,557,197,4.86097,2572.151,-27.406,https://webbook.nist.gov/cgi/cbook.cgi?ID=C103297&Units=SI&Mask=4,387,510.5510747,2.708039195,c1ccc(CCc2ccccc2)cc1,training,Train,2.708039195
CC(C)=CCCC(C)=CCOC(=O)C(C)C,364.1,524,159.9,5.91175,2879.996,-36.382,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2345268&Units=SI&Mask=4,387,498.5327305,2.697693677,CC(C)=CCCC(C)=CCOC(=O)C(C)C,training,Train,2.697693677
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,362.3,541.8,179.5,6.33499,3626.949,31.535,https://webbook.nist.gov/cgi/cbook.cgi?ID=C4130421&Units=SI&Mask=4,387,466.8420174,2.669169937,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,valid,Val.,2.669169937
O=C(O)c1ccccc1,369,522.4,153.4,4.47834,1771.357,-127.484,https://webbook.nist.gov/cgi/cbook.cgi?ID=C65850&Units=SI&Mask=4,387,449.4923571,2.652722312,O=C(O)c1ccccc1,training,Train,2.652722312
CC(=O)C1C(=O)C=C(C)OC1=O,364.8,542,177.2,5.18041,2571.402,-45.659,https://webbook.nist.gov/cgi/cbook.cgi?ID=C520456&Units=SI&Mask=4,387,443.7873377,2.647174907,CC(=O)C1C(=O)C=C(C)OC1=O,training,Train,2.647174907
O=C1OC(=O)c2ccccc21,369.7,557.7,188,3.10762,1249.606,-159.288,https://webbook.nist.gov/cgi/cbook.cgi?ID=C85449&Units=SI&Mask=4,387,416.8311331,2.619960149,O=C1OC(=O)c2ccccc21,training,Train,2.619960149
CCCC(=O)OCC=C(C)CCC=C(C)C,370,530.6,160.6,5.87586,2864.561,-42.58,https://webbook.nist.gov/cgi/cbook.cgi?ID=C106296&Units=SI&Mask=4,387,362.0781668,2.558802338,CCCC(=O)OCC=C(C)CCC=C(C)C,training,Train,2.558802338
c1ccc(COc2ccccc2)cc1,368.6,560,191.4,5.01522,2636.002,-34.37,https://webbook.nist.gov/cgi/cbook.cgi?ID=C946805&Units=SI&Mask=4,387,346.7025025,2.539956976,c1ccc(COc2ccccc2)cc1,training,Train,2.539956976
CCCCCCCCCCCCO,376.54,437.61,61.07,4.84691,2057.697,-105.421,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112538&Units=SI&Mask=4,387,346.1006333,2.539202394,CCCCCCCCCCCCO,training,Train,2.539202394
O=C1OCc2ccccc21,368.7,563,194.3,4.8302,2515.221,-42.058,https://webbook.nist.gov/cgi/cbook.cgi?ID=C87412&Units=SI&Mask=4,387,345.5242184,2.538478493,O=C1OCc2ccccc21,test,Test,2.538478493
CC(C)=CCCC(C)CC(=O)O,372.7,530,157.3,6.03143,2947.093,-41.629,https://webbook.nist.gov/cgi/cbook.cgi?ID=C502476&Units=SI&Mask=4,387,314.997892,2.498307648,CC(C)=CCCC(C)CC(=O)O,training,Train,2.498307648
CC(=O)Oc1ccccc1OC(C)=O,371,551,180,5.81445,3152.847,-8.401,https://webbook.nist.gov/cgi/cbook.cgi?ID=C635676&Units=SI&Mask=4,387,306.747768,2.486781411,CC(=O)Oc1ccccc1OC(C)=O,training,Train,2.486781411
CCCCCCCCCCCCCC=O,372,570.9,198.9,4.68985,2440.859,-49.591,https://webbook.nist.gov/cgi/cbook.cgi?ID=C124254&Units=SI&Mask=4,387,285.5779361,2.455724651,CCCCCCCCCCCCCC=O,training,Train,2.455724651
C=CCc1ccc(OC(C)=O)c(OC)c1,374.8,555,180.2,5.36989,2782.976,-36.986,https://webbook.nist.gov/cgi/cbook.cgi?ID=C93287&Units=SI&Mask=4,387,262.3300498,2.418848042,C=CCc1ccc(OC(C)=O)c(OC)c1,training,Train,2.418848042
CCCCCCCCCCC(=O)O,374.6,563,188.4,5.07042,2640.792,-42.034,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112378&Units=SI&Mask=4,387,260.1333339,2.415196007,CCCCCCCCCCC(=O)O,training,Train,2.415196007
O=C(O)CCc1ccccc1,375.3,552.9,177.6,5.75509,3055.464,-21.359,https://webbook.nist.gov/cgi/cbook.cgi?ID=C501520&Units=SI&Mask=4,387,250.398123,2.398631069,O=C(O)CCc1ccccc1,training,Train,2.398631069
CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,376.8,548,171.2,5.73193,2939.776,-35.143,https://webbook.nist.gov/cgi/cbook.cgi?ID=C62961642&Units=SI&Mask=4,387,238.1767721,2.376899405,CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,training,Train,2.376899405
O=c1ccc2ccccc2o1,379,564,185,5.31529,2797.239,-37.541,https://webbook.nist.gov/cgi/cbook.cgi?ID=C91645&Units=SI&Mask=4,387,204.5530343,2.310805926,O=c1ccc2ccccc2o1,test,Test,2.310805926
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,380,567,187,3.88263,1743.204,-122.435,https://webbook.nist.gov/cgi/cbook.cgi?ID=C77930&Units=SI&Mask=4,387,196.6463475,2.293685884,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,training,Train,2.293685884
O=C(Oc1ccccc1)c1ccccc1,380,587,207,4.72655,2579.911,-40.606,https://webbook.nist.gov/cgi/cbook.cgi?ID=C93992&Units=SI&Mask=4,387,189.950732,2.278640972,O=C(Oc1ccccc1)c1ccccc1,training,Train,2.278640972
CCOC(=O)c1ccccc1C(=O)OCC,382,567,185,5.45,2916.977,-31.406,https://webbook.nist.gov/cgi/cbook.cgi?ID=C84662&Units=SI&Mask=4,387,176.5587107,2.246889149,CCOC(=O)c1ccccc1C(=O)OCC,training,Train,2.246889149
OC(c1ccccc1)c1ccccc1,383,574,191,7.03986,4617.244,82.557,https://webbook.nist.gov/cgi/cbook.cgi?ID=C91010&Units=SI&Mask=4,387,160.9415907,2.20666829,OC(c1ccccc1)c1ccccc1,training,Train,2.20666829
C=CCCCCCCCCC(=O)O,387,548,161,6.41188,3348.541,-26.212,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112389&Units=SI&Mask=4,387,135.1116227,2.13069271,C=CCCCCCCCCC(=O)O,valid,Val.,2.13069271
